   78     2505.414243        0.000000    60860.252514        1.545943        1.543564        2.642554        2.460395       12.673629   5.0
   79     2166.866257        0.000000    60521.704528        1.227316        1.162292        2.044935        1.974981       12.139657   4.0
   80     2166.903335        0.000000    60521.741606        0.960832        1.256067        1.542514        2.067580       12.176735   4.0
   81     2166.900432        0.000000    60521.738703        1.106776        1.826110        1.617597        2.754891       12.173832   4.0
   82     2166.806816        0.000000    60521.645087        1.108478        1.295322        1.597445        2.154454       12.080216   4.0
   83     2166.897179        0.000000    60521.735450        1.071389        1.647980        1.639196        2.455133       12.170579   4.0
   84     2166.975834        0.000000    60521.814105        1.042682        1.445895        1.711798        2.229314       12.249234   4.0
   85     2166.931068        0.000000    60521.769340        0.945880        1.576203        1.511002        2.490607       12.204469   4.0
   86     2166.970454        0.000000    60521.808726        1.073889        1.693341        1.666204        2.541172       12.243855   4.0
   87     2166.929475        0.000000    60521.767746        1.212528        1.562809        2.005445        2.462396       12.202875   4.0
   88     2167.032945        0.000000    60521.871216        1.252356        1.384213        2.086515        2.250606       12.306345   4.0
   89     2166.891639        0.000000    60521.729910        1.060425        1.373949        1.644050        2.106439       12.165039   4.0
   90     2167.124412        0.000000    60521.962683        1.252540        1.761318        2.079053        2.607672       12.397812   4.0
   91     2167.088500        0.000000    60521.926771        1.014719        1.913460        1.693008        2.764242       12.361900   4.0
   92     2167.081055        0.000000    60521.919326        1.144748        1.625748        1.896012        2.531702       12.354455   4.0
   93     2166.850541        0.000000    60521.688812        1.307459        1.354772        1.936096        2.231078       12.123941   4.0
   94     2167.070208        0.000000    60521.908479        0.946663        1.980708        1.440209        2.820619       12.343608   4.0
   95     2166.950899        0.000000    60521.789170        1.198519        1.576651        1.966218        2.382310       12.224299   4.0
   96     2166.711920        0.000000    60521.550191        1.161260        0.955745        1.921640        1.570479       11.985320   4.0
   97     2166.932831        0.000000    60521.771102        1.186157        1.406668        1.966227        2.189079       12.206231   4.0
   98     2505.535991        0.000000    60860.374262        0.949105        2.730983        1.397574        3.786161       12.795377   5.0
   99     2166.830194        0.000000    60521.668465        1.041191        1.488084        1.630524        2.220774       12.103594   4.0
  100     2167.026784        0.000000    60521.865055        0.952171        1.947230        1.315066        2.784868       12.300184   4.0
